libelle;libelle_plaquette;libelle_ampoule;libelle_flacon;libelle_tube;libelle_stylo;libelle_seringue;libelle_pilulier;libelle_sachet;libelle_comprime;libelle_gelule;libelle_film;libelle_poche;libelle_capsule;nb_plaquette;nb_ampoule;nb_flacon;nb_tube;nb_stylo;nb_seringue;nb_pilulier;nb_sachet;nb_comprime;nb_gelule;nb_film;nb_poche;nb_capsule;nb_ml;statut;etat commerc;agrement col;tx rembours;forme pharma;voies admin;statut admin;date declar annee;date amm annee;type proc;titulaires;substances;prix
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé quadrisécable;orale;Autorisation abrogée;2012;1998;Procédure nationale; SANDOZ;CAPTOPRIL;4.6
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2011;Procédure décentralisée; SANDOZ;ATORVASTATINE CALCIQUE, ATORVASTATINE;8.13
plaquette(s) thermoformée(s) PVC-Aluminium de 7 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;sublinguale;Autorisation active;2007;2006;Procédure nationale; MYLAN SAS;CHLORHYDRATE DE BUPRÉNORPHINE, BUPRÉNORPHINE;4.23
1 flacon(s) en verre de 35 ml avec cuillère-mesure polystyrène de 5 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;35;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour suspension buvable;orale;Autorisation active;2007;2006;Procédure nationale; ARROW GENERIQUES;FLUCONAZOLE;14.2
plaquette(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2014;2014;Procédure nationale; ARROW GENERIQUES;OXALATE D'ESCITALOPRAM, ESCITALOPRAM;13.03
plaquette(s) PVC-Aluminium de 20 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2014;2013;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;PARACÉTAMOL, CHLORHYDRATE DE TRAMADOL;2.21
plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à libération modifiée;orale;Autorisation active;2013;2013;Procédure décentralisée; KRKA (SLOVENIE);GLICLAZIDE;5.9
plaquette(s) thermoformée(s) aluminium PVC de 20 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2005;2004;Procédure nationale; SANDOZ;IBUPROFÈNE;1.41
1 flacon(s) en verre de 30 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;solution injectable;intraveineuse;Autorisation abrogée;2015;2008;Procédure nationale; AGFA HEALTHCARE IMAGING AGENTS (ALLEMAGNE);GADOPENTÉTATE DE DIMÉGLUMINE;72.86
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule;orale;Autorisation abrogée;2014;2006;Procédure nationale; RATIOPHARM (ALLEMAGNE);BÉSILATE D'AMLODIPINE, AMLODIPINE;13.45
flacon(s) en verre jaune(brun) de 20  comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé enrobé;orale;Autorisation active;1998;1989;Procédure nationale; MEDA PHARMA (FRANCE);PYRIDOSTIGMINE (BROMURE DE);4.68
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2006;Procédure nationale; BIOGARAN;RAMIPRIL;14.79
plaquette(s) thermoformée(s) aluminium de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé gastro-résistant(e);orale;Autorisation active;2013;2010;Procédure nationale; TEVA SANTE;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ, PANTOPRAZOLE;3.94
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2015;2008;Procédure nationale; TEVA SANTE;RAMIPRIL;18.63
plaquette(s) thermoformée(s) PVC-Aluminium de 12  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé;orale;Autorisation active;2007;2003;Procédure nationale; BIOGARAN;THIOCOLCHICOSIDE;2.48
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé sécable;orale;Autorisation abrogée;2012;2009;Procédure de reconnaissance mutuelle; RATIOPHARM (ALLEMAGNE);LÉVOTHYROXINE SODIQUE;0.6
1 flacon(s) polyéthylène haute densité (PEHD) de 60 ml avec seringue(s) pour administration orale polypropylène-polyéthylène;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;60;Présentation active;Déclaration de commercialisation;oui;65%;granulés pour suspension buvable;orale;Autorisation active;2014;1998;Procédure nationale; ABBOTT PRODUCTS;CLARITHROMYCINE;6.24
plaquette(s) thermoformée(s) aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);non;65%;gélule;orale;Autorisation abrogée;2012;2006;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;FLUCONAZOLE;144.93
plaquette(s) thermoformée(s) aluminium de 28 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule gastro-résistant(e);orale;Autorisation archivée;2011;2007;Procédure nationale; QUALIMED (LYON);LANSOPRAZOLE;8.14
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2013;2011;Procédure centralisée; TEVA (PAYS-BAS);ZIDOVUDINE, LAMIVUDINE;145.65
1 flacon(s) en verre de 1 g - 1 ampoule(s) en verre de 10 ml;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;10;Présentation active;Déclaration de commercialisation;oui;65%;poudre et  solvant pour solution injectable;intramusculaire,intraveineuse,sous-cutanée;Autorisation active;2002;2001;Procédure nationale; ARROW GENERIQUES;CEFTRIAXONE SODIQUE, CEFTRIAXONE BASE;6.53
4 sachet(s) aluminium polyéthylène papier P-A-M-éthylène (SURLYN) de 1 dispositif(s);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;dispositif;transdermique;Autorisation active;1998;1998;Procédure nationale; TEVA SANTE;ESTRADIOL HÉMIHYDRATÉ;6.25
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);oui;65%;comprimé dispersible;orale;Autorisation abrogée;2015;2008;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;LAMOTRIGINE;6.1
10 ampoule(s) polypropylène de 10 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;10;Présentation active;Déclaration de commercialisation;oui;65%;solution à diluer pour perfusion;intraveineuse;Autorisation active;2013;2012;Procédure nationale; AGUETTANT;GLUCOSE-1 PHOSPHATE DISODIQUE TÉTRAHYDRATÉ;36.56
plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à croquer;orale;Autorisation active;2013;2011;Procédure décentralisée; MYLAN SAS;MONTÉLUKAST SODIQUE, MONTÉLUKAST ACIDE;14.3
plaquette(s) thermoformée(s) aluminium PVC suremballée(s)/surpochée(s) de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé enrobé;orale;Autorisation active;2013;1987;Procédure nationale; LES LABORATOIRES SERVIER;TIANEPTINE SODIQUE;8.4
1 flacon(s) aluminium de 100 g;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;gel pour application;cutanée;Autorisation active;2008;1991;Procédure nationale; GENEVRIER;DICLOFÉNAC SODIQUE, DICLOFÉNAC (ÉPOLAMINE DE);2.53
plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2008;2007;Procédure nationale; ARROW GENERIQUES;RISPÉRIDONE;14.79
plaquette(s) thermoformée(s) PVC PVDC aluminium de 7 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2014;2012;Procédure décentralisée; SANDOZ;CHLORHYDRATE DE MOXIFLOXACINE, MOXIFLOXACINE BASE;13.03
plaquette(s) thermoformée(s) PVC-aluminium PVDC de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé;orale;Autorisation active;2004;1999;Procédure de reconnaissance mutuelle; EG LABO - LABORATOIRES EUROGENERICS;FAMOTIDINE;8.5
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2011;2009;Procédure nationale; EVOLUPHARM;VALSARTAN;6.36
plaquette(s) formée(s) à froid aluminium PVC de 5 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2011;2009;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;LÉVOFLOXACINE, LÉVOFLOXACINE HÉMIHYDRATÉE;10.99
plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2006;1997;Procédure nationale; SANOFI AVENTIS FRANCE;TIAPROFÉNIQUE (ACIDE);1.89
1 récipient(s) unidose(s) en verre brun de 15 ml avec fermeture de sécurité enfant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;Présentation active;Déclaration de commercialisation;oui;65%;sirop;orale;Autorisation active;1996;1995;Procédure nationale; ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;CHLORHYDRATE DE MÉTHADONE;1.02
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2011;2010;Procédure décentralisée; EG LABO - LABORATOIRES EUROGENERICS;RÉPAGLINIDE;7.73
plaquette(s) thermoformée(s) polypropylène aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;1998;1997;Procédure de reconnaissance mutuelle; SANOFI AVENTIS FRANCE;MIGLITOL;19.79
plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2006;2006;Procédure nationale; MYLAN SAS;ACIDE ALENDRONIQUE, ALENDRONATE MONOSODIQUE TRIHYDRATÉ;37.13
plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2013;2010;Procédure décentralisée; SANDOZ;CLOPIDOGREL, CHLORHYDRATE DE CLOPIDOGREL;16.93
plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2012;2010;Procédure nationale; EVOLUPHARM;IBUPROFÈNE;1.8
plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 270 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;270;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé sécable;orale;Autorisation active;2013;2011;Procédure nationale; ZYDUS FRANCE;RÉPAGLINIDE;21.73
plaquette(s) thermoformée(s) PVC-aluminium de 14  gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule;orale;Autorisation active;2013;1996;Procédure nationale; MYLAN SAS;MINOCYCLINE BASE, CHLORHYDRATE DE MINOCYCLINE;4.99
3 plaquette(s) PVC PVDC aluminium de 21 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;21;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé enrobé;orale;Autorisation active;2015;2014;Procédure nationale; SANOFI AVENTIS FRANCE;ÉTHINYLESTRADIOL, LÉVONORGESTREL;3.79
plaquette(s) thermoformée(s) PVDC PVC-aluminium de 12  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;1995;1988;Procédure nationale; SANOFI AVENTIS FRANCE;PROMÉGESTONE;8.72
"plaquette(s) formée(s) à froid aluminium de 28 comprimé(s) de type ""peel off""";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé orodispersible;orale;Autorisation active;2011;2009;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;OLANZAPINE;23.49
60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2,5 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;Présentation active;Déclaration de commercialisation;oui;65%;solution pour inhalation par nébuliseur;inhalée;Autorisation active;2006;2004;Procédure nationale; ARROW GENERIQUES;SALBUTAMOL, SULFATE DE SALBUTAMOL;11.97
plaquette(s) thermoformée(s) PVC PVDC aluminium de 12 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule;orale;Autorisation active;2014;1997;Procédure nationale; MYLAN SAS;AMOXICILLINE TRIHYDRATÉE, AMOXICILLINE ANHYDRE;1.42
plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé enrobé;orale;Autorisation active;2011;2010;Procédure nationale; ARROW GENERIQUES;OLANZAPINE;43.5
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2009;2009;Procédure nationale; CRISTERS;GLIMÉPIRIDE;6.7
plaquette(s) PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à libération modifiée;orale;Autorisation active;2014;2014;Procédure décentralisée; LES LABORATOIRES SERVIER;INDAPAMIDE, BÉSILATE D'AMLODIPINE, AMLODIPINE;25.16
1 flacon(s) en verre brun de 45 g avec cuillère-mesure polypropylène;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;poudre pour suspension buvable;orale;Autorisation archivée;2012;1998;Procédure nationale; MYLAN SAS;CÉFADROXIL MONOHYDRATÉ, CÉFADROXIL;1.55
60 récipient(s) unidose(s) polyéthylène de 2,5 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;Présentation active;Déclaration de commercialisation;oui;65%;solution pour inhalation par nébuliseur;inhalée;Autorisation active;2006;2000;Procédure nationale; MYLAN SAS;SALBUTAMOL, SULFATE DE SALBUTAMOL;11.97
plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2007;2002;Procédure centralisée; BOEHRINGER INGELHEIM INTERNATIONAL;TELMISARTAN, HYDROCHLOROTHIAZIDE;28.44
plaquette(s) thermoformée(s) de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2014;2013;Autorisation d'importation parallèle; MEDIWIN;LOSARTAN POTASSIQUE;8.48
plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2013;2008;Procédure décentralisée; MYLAN SAS;RISPÉRIDONE;14.79
flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2015;2015;Procédure décentralisée; EG LABO - LABORATOIRES EUROGENERICS;CARBIDOPA ANHYDRE, LÉVODOPA, ENTACAPONE, CARBIDOPA MONOHYDRATÉE;52.73
plaquette(s) thermoformée(s) aluminium de 7 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2007;2007;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;LANSOPRAZOLE;1.76
plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1983;1980;Procédure nationale; SANOFI AVENTIS FRANCE;MOLSIDOMINE;3.74
plaquette(s) thermoformée(s) PVC PVDC aluminium de 6 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2007;2007;Procédure nationale; SANDOZ;AZITHROMYCINE MONOHYDRATÉE, AZITHROMYCINE ANHYDRE;8.92
plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2008;1988;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;ACÉBUTOLOL (CHLORHYDRATE D'), ACÉBUTOLOL BASE;11.32
flacon(s) en verre brun de 2 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2014;2013;Procédure décentralisée; SANDOZ;CABERGOLINE;6.62
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2010;Procédure décentralisée; SANOFI AVENTIS FRANCE;CANDÉSARTAN CILEXÉTIL;18.63
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé sécable;orale;Autorisation active;2015;2005;Procédure nationale; TEVA SANTE;BROMHYDRATE DE CITALOPRAM, CITALOPRAM BASE;6.37
1 flacon(s) en verre de 50 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;50;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;endocanalaire,intra-articulaire,intra-artérielle,intra-utérine,intrathécale,intraveineuse;Autorisation active;1996;1994;Procédure nationale; BRACCO IMAGING FRANCE;IODE, IOMÉPROL;20.56
plaquette(s) thermoformée(s) PVC-Aluminium de 40 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé;orale;Autorisation active;2004;2003;Procédure nationale; ARROW GENERIQUES;DOMPÉRIDONE;2.06
plaquette(s) thermoformée(s) PVC-aluminium polyéthylène PVDC de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;1993;1992;Procédure nationale; JANSSEN CILAG;ITRACONAZOLE;35.1
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé sécable;orale;Autorisation active;2014;2006;Procédure nationale; TEVA SANTE;PRAVASTATINE SODIQUE;23.71
plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé;orale;Autorisation active;2012;2010;Procédure décentralisée; EG LABO - LABORATOIRES EUROGENERICS;CHLORHYDRATE DE DONÉPÉZIL, DONÉPÉZIL BASE;27.5
plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2006;2005;Procédure nationale; ARROW GENERIQUES;AMISULPRIDE;41.79
plaquette(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2015;2014;Procédure nationale; ARROW GENERIQUES;CHLORHYDRATE D'HYDROXYZINE;1.65
plaquette(s) formée(s) à froid aluminium polyamide polyéthylène de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé gastro-résistant(e);orale;Autorisation active;2013;2012;Procédure décentralisée; RANBAXY PHARMACIE GENERIQUES;RABÉPRAZOLE SODIQUE, RABÉPRAZOLE BASE;3.94
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2006;2003;Procédure de reconnaissance mutuelle; DAIICHI SANKYO FRANCE;OLMÉSARTAN MÉDOXOMIL;49.31
plaquette(s) thermoformée(s) aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2010;2010;Procédure nationale; SANOFI AVENTIS FRANCE;FLUVASTATINE SODIQUE, FLUVASTATINE;6.12
